Country,Year,Series,Value,Footnotes,Source
Thailand,2010,Current health expenditure (% of GDP),3.3901,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Thailand,2015,Current health expenditure (% of GDP),3.6679,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Thailand,2000,Domestic general government health expenditure (% of total government expenditure),12.6743,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Thailand,2005,Domestic general government health expenditure (% of total government expenditure),13.1444,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Thailand,2010,Domestic general government health expenditure (% of total government expenditure),14.3639,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Thailand,2015,Domestic general government health expenditure (% of total government expenditure),14.7915,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Turkey,2000,Current health expenditure (% of GDP),4.6219,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Turkey,2005,Current health expenditure (% of GDP),4.9416,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Turkey,2010,Current health expenditure (% of GDP),5.0536,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Turkey,2015,Current health expenditure (% of GDP),4.1385,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Turkey,2000,Domestic general government health expenditure (% of total government expenditure),7.1863,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Turkey,2005,Domestic general government health expenditure (% of total government expenditure),10.3245,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Turkey,2010,Domestic general government health expenditure (% of total government expenditure),10.8749,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Turkey,2015,Domestic general government health expenditure (% of total government expenditure),9.6731,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uganda,2000,Current health expenditure (% of GDP),7.5605,"Unlike other countries, in Uganda Fiscal Years starting on July 1 and ending in June 30 are converted to the previous year and that is a special request from the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uganda,2005,Current health expenditure (% of GDP),11.3637,"Unlike other countries, in Uganda Fiscal Years starting on July 1 and ending in June 30 are converted to the previous year and that is a special request from the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uganda,2010,Current health expenditure (% of GDP),10.5157,"Unlike other countries, in Uganda Fiscal Years starting on July 1 and ending in June 30 are converted to the previous year and that is a special request from the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uganda,2015,Current health expenditure (% of GDP),6.7875,"Unlike other countries, in Uganda Fiscal Years starting on July 1 and ending in June 30 are converted to the previous year and that is a special request from the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uganda,2000,Domestic general government health expenditure (% of total government expenditure),9.4769,"Unlike other countries, in Uganda Fiscal Years starting on July 1 and ending in June 30 are converted to the previous year and that is a special request from the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uganda,2005,Domestic general government health expenditure (% of total government expenditure),14.1946,"Unlike other countries, in Uganda Fiscal Years starting on July 1 and ending in June 30 are converted to the previous year and that is a special request from the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uganda,2010,Domestic general government health expenditure (% of total government expenditure),7.6043,"Unlike other countries, in Uganda Fiscal Years starting on July 1 and ending in June 30 are converted to the previous year and that is a special request from the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uganda,2015,Domestic general government health expenditure (% of total government expenditure),5.1353,"Unlike other countries, in Uganda Fiscal Years starting on July 1 and ending in June 30 are converted to the previous year and that is a special request from the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ukraine,2000,Current health expenditure (% of GDP),5.3069,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ukraine,2005,Current health expenditure (% of GDP),6.3462,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ukraine,2010,Current health expenditure (% of GDP),6.8123,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ukraine,2015,Current health expenditure (% of GDP),6.9454,"Since 2014 Ukraine data does not include the Luhansk People's Republic, the Autonomous Republic of Crimea and the Donetsk People's Republic data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ukraine,2000,Domestic general government health expenditure (% of total government expenditure),7.0812,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ukraine,2005,Domestic general government health expenditure (% of total government expenditure),8.4319,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ukraine,2010,Domestic general government health expenditure (% of total government expenditure),7.5005,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ukraine,2015,Domestic general government health expenditure (% of total government expenditure),6.6355,"Since 2014 Ukraine data does not include the Luhansk People's Republic, the Autonomous Republic of Crimea and the Donetsk People's Republic data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
United Republic of Tanzania,2000,Current health expenditure (% of GDP),3.4006,"Provisional data.;Tanzania mainland only, excluding Zanzibar.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
United Republic of Tanzania,2005,Current health expenditure (% of GDP),6.4139,"Provisional data.;Tanzania mainland only, excluding Zanzibar.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
United Republic of Tanzania,2010,Current health expenditure (% of GDP),5.2991,"Provisional data.;Tanzania mainland only, excluding Zanzibar.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
United Republic of Tanzania,2015,Current health expenditure (% of GDP),3.6496,"Provisional data.;Tanzania mainland only, excluding Zanzibar.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
United Republic of Tanzania,2000,Domestic general government health expenditure (% of total government expenditure),6.052,"Provisional data.;Tanzania mainland only, excluding Zanzibar.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
United Republic of Tanzania,2005,Domestic general government health expenditure (% of total government expenditure),12.6199,"Provisional data.;Tanzania mainland only, excluding Zanzibar.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
United Republic of Tanzania,2010,Domestic general government health expenditure (% of total government expenditure),7.2644,"Provisional data.;Tanzania mainland only, excluding Zanzibar.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
United Republic of Tanzania,2015,Domestic general government health expenditure (% of total government expenditure),7.3306,"Provisional data.;Tanzania mainland only, excluding Zanzibar.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
United States of America,2000,Current health expenditure (% of GDP),12.5025,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
United States of America,2005,Current health expenditure (% of GDP),14.5421,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
United States of America,2010,Current health expenditure (% of GDP),16.412,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
United States of America,2015,Current health expenditure (% of GDP),16.8399,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
United States of America,2000,Domestic general government health expenditure (% of total government expenditure),16.159,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
United States of America,2005,Domestic general government health expenditure (% of total government expenditure),17.9354,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
United States of America,2010,Domestic general government health expenditure (% of total government expenditure),18.4174,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
United States of America,2015,Domestic general government health expenditure (% of total government expenditure),22.3037,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uruguay,2000,Current health expenditure (% of GDP),10.0062,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uruguay,2005,Current health expenditure (% of GDP),8.4266,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uruguay,2010,Current health expenditure (% of GDP),8.5942,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uruguay,2015,Current health expenditure (% of GDP),9.0082,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uruguay,2000,Domestic general government health expenditure (% of total government expenditure),14.275,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uruguay,2005,Domestic general government health expenditure (% of total government expenditure),13.2327,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uruguay,2010,Domestic general government health expenditure (% of total government expenditure),16.9337,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uruguay,2015,Domestic general government health expenditure (% of total government expenditure),19.049,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uzbekistan,2000,Current health expenditure (% of GDP),5.358,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uzbekistan,2005,Current health expenditure (% of GDP),5.0403,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uzbekistan,2010,Current health expenditure (% of GDP),5.5962,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uzbekistan,2015,Current health expenditure (% of GDP),6.1016,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uzbekistan,2000,Domestic general government health expenditure (% of total government expenditure),6.1087,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uzbekistan,2005,Domestic general government health expenditure (% of total government expenditure),6.4677,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uzbekistan,2010,Domestic general government health expenditure (% of total government expenditure),8.0394,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Uzbekistan,2015,Domestic general government health expenditure (% of total government expenditure),10.146,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Viet Nam,2000,Current health expenditure (% of GDP),4.8493,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Viet Nam,2005,Current health expenditure (% of GDP),5.0965,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Viet Nam,2010,Current health expenditure (% of GDP),5.9668,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Viet Nam,2015,Current health expenditure (% of GDP),5.6526,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Viet Nam,2000,Domestic general government health expenditure (% of total government expenditure),7.4926,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Viet Nam,2005,Domestic general government health expenditure (% of total government expenditure),7.1474,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Viet Nam,2010,Domestic general government health expenditure (% of total government expenditure),7.8752,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Viet Nam,2015,Domestic general government health expenditure (% of total government expenditure),8.0824,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Yemen,2000,Current health expenditure (% of GDP),4.6661,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Yemen,2005,Current health expenditure (% of GDP),5.2059,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Yemen,2010,Current health expenditure (% of GDP),5.1593,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Yemen,2015,Current health expenditure (% of GDP),4.2346,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Yemen,2000,Domestic general government health expenditure (% of total government expenditure),7.4852,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Yemen,2005,Domestic general government health expenditure (% of total government expenditure),4.5011,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Yemen,2010,Domestic general government health expenditure (% of total government expenditure),3.8478,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Yemen,2015,Domestic general government health expenditure (% of total government expenditure),2.2287,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Zambia,2000,Current health expenditure (% of GDP),7.1524,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Zambia,2005,Current health expenditure (% of GDP),6.8633,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Zambia,2010,Current health expenditure (% of GDP),3.7193,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Zambia,2015,Current health expenditure (% of GDP),4.4351,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Zambia,2000,Domestic general government health expenditure (% of total government expenditure),14.8611,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Zambia,2005,Domestic general government health expenditure (% of total government expenditure),8.1557,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Zambia,2010,Domestic general government health expenditure (% of total government expenditure),4.6572,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Zambia,2015,Domestic general government health expenditure (% of total government expenditure),7.4375,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
